ARESTTYPEID;ARESTTYPE
8403;Арест. 62 ПО НКВД
8404;Арест. МПО НКВД
8405;Арест. ОО УГБ НКВД 25-й армии
8406;Арест. ТО НКВД ст. Комсомольск-на-Амуре
8407;Арест. ОКР СМЕРШ 6-й гвардейской танковой армии
8408;Арест. ОУМГБ по Нижне-Амурской области
8409;Арест. Военной госполитохраной Приамурского ВО
8410;Арест. ОО ОГПУ 26-й дивизии
8411;Арест. ОКР СМЕРШ 16 ВА
8412;Арест. Совгаванским РО ПП ОГПУ
8413;Арест. Вяземским ТО НКВД на ДВЖД
8414;Арест. ОО ГУГБ НКВД Хабаровского гарнизона
8415;Арест. ОКР МГБ 6-й гвардейской артдивизии
8416;Арест. ОКР СМЕРШ 15-й армии 2-го ДФ фронта
8417;Арест. ОУМГБ на ДВЖД
8418;Арест. Екатерино-Никольским ПО НКВД
8419;Арест. ОКР СМЕРШ 88 СД
8420;Арест. ОКР СМЕРШ 35-й армии
8421;Арест. Бираканским РО НКВД
8422;Арест. 7 отд. УМГБ по Ленинградской обл.
8423;Арест. КРО СМЕРШ г. Хайлар
8424;Арест. ОКР МГБ 342 СД
8425;Арест. ОКР МГБ 342 СТР дивизии
8426;Арест. Приморским ОУНКВД
8427;Арест. ОО НКВД 2-й ОКА
8428;Арест. Бикинским 56 ПО НКВД
8429;Арест. КР МГБ в/ч 56670
8430;Арест. ОКР СМЕРШ 101 СД
8431;Арест. УКГБ на ДВЖД ст. Звеньевой
8432;Арест. Хаб. кав. ПО ОГПУ
8433;Арест. ОББ УНКВД по Х/к
8434;Арест. 2 отд. СПО УГБ НКВД
8435;Арест. Тахтинским РО МГБ
8436;Арест. Николаевским отделом МВД
8437;Арест. 11 отд. УГБ НКВД
8438;Арест. ОКР "СМЕРШ" 5 СК
8439;Арест. Даурским ПО ОГПУ
8440;Арест. ОУМГБ ЕАО
8441;Арест. 3 отделом НКВД Ушосстройлага
8442;Арест. ОКР СМЕРШ порта Расин гарнизона г. Юки
8443;Арест. КРО НКВД ЕАО
8444;Арест. сл. группой НКВД
8445;Арест. ДТО ГУПО НКВД
8446;Арест. УКР МГБ 264 СТД
8447;Арест. Кербинским ОГПУ ДВК
8448;Арест. ОО НКВД 32 дивизии ДВФ
8449;Арест. Н.-Амурским ОУ МВД
8450;Арест. 2 отд. УМГБ по Хабаровскому краю
8451;Арест. Сталинским РО НКВД Сталинского р-на
8452;Арест. 6 отд. УГБ НКВД
8453;Арест. ПП ОГПУ по Приморской обл.
8454;Арест. ОО УГБ при 34 СТД
8455;Арест. ОО ДВФ
8456;Арест. ОКР СМЕРШ 258 ОТБР
8457;Арест. СЧ Н.-Амурского ОУНКВД
8458;Арест. 3 отд. СТОФ НКВД
8459;Арест. УКР "СМЕРШ" 15 Армии
8460;Арест. ОББ УНКВД по Хаб. краю
8461;Арест. ЭКО ОГПУ по Н.-Амурской обл.
8462;Арест. прокуратурой Сталинского р-на г. Хабаровска
8463;Арест. ОО НКГБ ст. Бикин ДВЖД
8464;Арест. 5 отд. кавбригады ОО ОГПУ
8465;Арест. В.-Буреинским РО УНКВД
8466;Арест. УМГБ по Хаб. краю
8467;Арест. ДТО ГУГБ НКВД Уссурийской ж. д.
8468;Арест. НКВД ст. Бикин ДВЖД
8469;Арест. ПП ОГПУ Азово-Черноморского края
8470;Арест. Нижне-Амурской прокуратурой
8471;Арест. ОО НКВД 1 стрелковой бригады
8472;Арест. 3 отд. ЭКУ НКВД
8473;Арест. ОКР СМЕРШ 2-й отд КА
8474;Арест. КРО НКВД по ЕАО
8475;Арест. ТО УГБ УНКВД по ЕАО
8476;Арест. ЛУТО ОГПУ ДВК
8477;Арест. ОКР "СМЕРШ" 1 Армии
8478;Арест. ОКР ПП ОГПУ ДВК
8479;Арест. Н.-Амурским ОО ПП ОГПУ
8480;Арест. ОКР "СМЕРШ" 16 Армии
8481;Арест. СГ УНКВД
8482;Арест. РО НКГБ р-на им. П. Осипенко
8483;Арест. УГБ УНКВД Николаевского Н.-Амурского порта
8484;Арест. 1 отд. УГБ НКВД
8485;Арест. ОО НКВД № 34 СД
8486;Арест. 5 отд. ДТО НКВД ДВЖД
8487;Арест. 65 МПО НКВД Н.-Амурской обл.
8488;Арест. УКР МГБ ДВО КАФ
8489;Арест. ЭКУ УГБ УНКВД
8490;Арест. Облученским РО МГБ
8491;Арест. ОКР СМЕРШ 2-й отд. КА
8492;Арест. ДТО НКВД ДВЖД ст. Облучье
8493;Арест. 3 отд. ЭКО УГБ НКВД
8494;Арест. ОО управления лагеря № 16 МВД СССР
8495;Арест. ОО и ОКДВА
8496;Арест. ОО НКВД отд. стрелковой бригады
8497;Арест. ДТО НКВД ДВЖД ст. Бикин
8498;Арест. СЧ УГБ НКВД
8499;Арест. ОО бригады НКВД
8500;Арест. ОТО ГУГБ НКВД ДВЖД ст. Хабаровск
8501;Арест. ГПО по Приамурской обл.
8502;Арест. Приамурским отделом ОГПУ
8503;Арест. КВПП НКВД ДВО
8504;Арест. Владивостокским МПО НКВД
8505;Арест. ОКР СМЕРШ 119 ЗСП СибВО
8506;Арест. Облученским ДТО НКВД ДВЖД
8507;Арест. 76-м ПО НКВД
8508;Арест. КПВО НКВД
8509;Арест. ОКР СМЕРШ 28 ОСБ
8510;Арест. ОДТО НКВД ст. Хабаровск-I ДВЖД
8511;Арест. Совгаванским Мор. ПК НКВД
8512;Арест. Зейским ОО ОГПУ ДВК
8513;Арест. ОКР "СМЕРШ" НКО 101 УР
8514;Арест. 57 Хаб. кав. ПО ОГПУ
8515;Арест. Кур-Урмий-ским РО НКВД
8516;Арест. ОП НКВД ст. Хабаровск-II
8517;Арест. Н.-Амур-ским ОГПУ
8518;Арест. ТО НКВД по ЕАО
8519;Арест. ОКР СМЕРШ 6-й танковой армии
8520;Арест. ОКР СМЕРШ 72 СККК
8521;Арест. УКР "СМЕРШ" 3 ДВФ
8522;Арест. ОУР УНКВД
8523;Арест. ОКР УНКВД по ЕАО
8524;Арест. ОТО НКВД ст. Хабаровск
8525;Арест. ОО 5 отд. УГБ НКВД
8526;Арест. СЧ УНКВД по Хабаровкому краю
8527;Арест. Ленинградским УНКВД
8528;Арест. ОКР НКО СМЕРШ 158 АЗСП
8529;Арест. СПО ПП ОГУ ДВК
8530;Арест. Смидовическим ГО НКВД
8531;Арест. ОО УГБ НКВД 35 ст. дивизии
8532;Арест. ОУНКВД Н.-Амурской обл.
8533;Арест. ОО Николаевского-на-Амуре НКВД
8534;Арест. ОО МГБ ст. Облучье
8535;Арест. ТО РКМ ДВЖД ст. Хабаровск-II
8536;Арест. 2 отд. УМГБ ЕАО
8537;Арест. ОКР "СМЕРШ" 2-й ЗСД
8538;Арест. Ворошиловским ОУНКВД
8539;Арест. Е.-Никольским НКВД
8540;Арест. ОО лагеря в/п МВД СССР
8541;Арест. ОДТО ОГПУ ст. Хабаровск ДВЖД
8542;Арест. Вяземским ТО УГБ УНКВД ДВЖД
8543;Арест. ОКР ОГПУ
8544;Арест. Хаб. ПО МТС
8545;Арест. Ставропольским ОС ОГПУ
8546;Арест. ОКР СМЕРШ 17 армии Забфронта
8547;Арест. Бикинским ОТО МГБ ДВЖД
8548;Арест. ОО НКВД 34 СК
8549;Арест. Буреинским ПО НКВД
8550;Арест. ОКР СМЕРШ 6 ГВ танковой армии
8551;Арест. 4 отд. ОУНКВД ЕАО
8552;Арест. ОКР СМЕРШ в/ч 13833
8553;Арест. ОКР НКО СМЕРШ 15-го корпуса ПВО
8554;Арест. ТО НКВД ЕАО
8555;Арест. СПО ОС ПП ОГПУ
8556;Арест. УГБ УНКВД ЕАО ст. Облучье
8557;Арест. Н.-Амурским ПП ОГПУ
8558;Арест. ОО НКВД 35 СД
8559;Арест. УРКМ НКВД Нижне-Амурской области
8560;Арест. ОДТО УГБ НКВД ДВЖД ст. Бикин
8561;Арест. ПП ОГУ по ДВК
8562;Арест. УНКВД по Амурской обл.
8563;Арест. ДТО 1 отд. УГБ УНКВД
8564;Арест. Ср.-Буреинским РО НКВД
8565;Арест. ОО ОДТО ОГПУ по ДВК
8566;Арест. ТО ОГПУ ст. Хабаровск.
8567;Арест. ОО ГУГБ Н.-Амурского УРа
8568;Арест. Хабаровской обл. прокуратурой
8569;Арест. Хабаровским НКВД
8570;Арест. ОО ОГПУ при Софийской дивизии
8571;Арест. ТО НКГБ ст. Ин ДВЖД
8572;Арест. ОП НКВД ст. Ин ДВЖД
8573;Арест. ОО КГБ по Тихоокеанскому флоту
8574;Арест. 3 отд. УГБ УНКВД ЕАО
8575;Арест. ТО УГБ ДВЖД ст. Бурея
8576;Арест. ОО УГБ УНКВД ОСК
8577;Арест. Ульчским РУ ОГПУ
8578;Арест. 1 отд. КРО УНКГБ
8579;Арест. ОКР СМЕРШ 5 СК
8580;Арест. ОКР СМЕРШ ДВФ
8581;Арест. 5 отд. УМГБ по Хабаровскому краю
8582;Арест. 63 ПО ОГПУ
8583;Арест. Охотско-Эвенским ПО ОГПУ
8584;Арест. ОКР "СМЕРШ" г. Хайлара
8585;Арест. ОКР "СМЕРШ" 6 гв. ТА
8586;Арест. Хабаровского ПО ПП ОГПУ
8587;Арест. МПО НКВД Н.-Амурской обл.
8588;Арест. Кербинским ПП ОГПУ
8589;Арест. 3 отд. НКВД по ЕАО
8590;Арест. УПВИ УМВД
8591;Арест. ОО НКВД с. Бабстово
8592;Арест. Хабаровским отделом УНКВД
8593;Арест. Бирским ОУНКВД ЕАО
8594;Арест. ОГ ОО Краснореченского гарнизона
8595;Арест. Охотским РО МГБ
8596;Арест. 6 отд. ДТО НКВД на ДВЖД
8597;Арест. ОО ОКР МГБ ДВО
8598;Арест. 3 отд. ЭКУ НКВД Лазовского р-на
8599;Арест. ОКР "СМЕРШ" НКО 16 Армии
8600;Арест. Совгаванским ГО МГБ
8601;Арест. ОКР "СМЕРШ" НКО 10 ВА
8602;Арест. СЧ ОУНКВД ЕАО
8603;Арест. 2 отд. УГБ УМГБ
8604;Арест. Д/Л ОГПУ
8605;Арест. Военной прокуратурой ЗАВО
8606;Арест. ОКР "СМЕРШ" г. Порт-Артура
8607;Арест. ОКР "СМЕРШ" НКО 101 СД
8608;Арест. ИНО УГБ НКВД
8609;Арест. Загорским РО НКВД
8610;Арест. ОО Бурлага НКВД
8611;Арест. ОУНКГБ ЕАО
8612;Арест. ОС ОО ОГПУ г. Николаевска-на-Амуре
8613;Арест. ОКР "СМЕРШ" 45 СК
8614;Арест. 3 отд. ЭКУ УНКВД
8615;Арест. 1 отд. КРО УНКВД
8616;Арест. СЧ УНКВД ст. В.-Ирген
8617;Арест. Владивостокским ОС ОГПУ
8618;Арест. ОКР МГБ Северного флота
8619;Арест. ОО НКВД 40 СД
8620;Арест. 4 отд. УГБ УНЕВД
8621;Арест. ДТО НКВД
8622;Арест. УКР "СМЕРШ" Забфронта
8623;Арест. УКР "СМЕРШ" ДВВО
8624;Арест. УКР "СМЕРШ" Приморского ВО
8625;Арест. 3 отд. ОУНКВД ЕАО
8626;Арест. подписка о невыезде УГБ УНКВД, как СОЭ.
8627;Арест. 3 отд. СПО НКВД
8628;Арест. ОДТО НКВД ст. Облучье ДВЖД
8629;Арест. НКГБ на ДВЖД
8630;Арест. СО УНКВД по Хабаровскому краю
8631;Арест. ОО НКВД 105 СД
8632;Арест. ЭКО УНКВД Н.-Амурской обл.
8633;Арест. ОУГБ УНКВД ст. Облучье
8634;Арест. ОО УГБ НКВД 31 Кав. див.
8635;Арест. МК ПП ОГПУ
8636;Арест. ОО УГБ УНКВД 31 Кав. див.
8637;Арест. ОО НКВД 1-й ОКА
8638;Арест. ОО НКВД 35 Армии
8639;Арест. УКР "СМЕРШ" 52 РАБ
8640;Арест. ОКР "СМЕРШ" 52 РАБ
8641;Арест. 59 ПО НКВД
8642;Арест. ОКГ "СМЕРШ" 15 Армии
8643;Арест. ОО 001 ВСБ НКВД
8644;Арест. ОРТО ГУГБ НКВД ст. Бикин
8645;Арест. ОО НКВД Комсомольского-на-Амуре гарнизона
8646;Арест. ОДТО ОГПУ ДВЖД ст. Бира
8647;Арест. 1 отд. РКМ НКВД
8648;Арест. Никольск-Уссурийским ОДТО ГУГБ НКВД
8649;Арест. 3 отд. Ушосстройлага НКВД
8650;Арест. УКРМ НКВД
8651;Арест. 3 отд УГБ НКВД
8652;Арест. ОО УГБ НКВД Забайкальской группы войск
8653;Арест. Н.-Амурским ОУМГБ
8654;Арест. Тугуро-Чумиканским РО МГБ
8655;Арест. Дальлаг НКВД по ДВК
8656;Арест. ДТО НКВД ДВЖД ст. Литовко
8657;Арест. Н.-Амурским ОКР ОГПУ
8658;Арест. Амурским ОО ОГПУ
8659;Арест. УРКМ НКВД
8660;Арест. Приволжским ВО НКВД
8661;Арест. ОУНКВД по Н.-Амурской обл.
8662;Арест. ТО НКГБ ДВЖД ст. Хабаровск-II
8663;Арест. СЧ УНКВД по Хабаровскому краю
8664;Арест. ТО УГБ НКВД ст. Облучье
8665;повторно привлечен
8666;Арест. КРО НКВД по Хабаровскому краю
8667;Арест. ОКР МГБ г. Дальний
8668;Арест. ОО УГБ НКВД ОКДВА
8669;Арест. 2 отд. УНКГБ
8670;Арест. ОО ОГПУ г. Николаевска-на-Амуре
8671;Арест. СЧ УНКВД Хабаровского края
8672;Арест. СПО НКВД ЕАО
8673;Арест. Н.-Амурским ОМГБ
8674;Арест. ТО НКВД Николаевского-на-Амуре порта
8675;Арест. 5 отд. УГБ УНКВД по ЗСК
8676;Арест. ОО НКВД и ОКДВА
8677;Арест. ДТО 5 отд. УГБ НКВД
8678;Арест. оперчастью тюрьмы № 1 г. Хабаровска
8679;Арест. ТО ОГПУ г. Николаевска-на-Амуре
8680;Арест. ОКР "СМЕРШ" 10-й ВА
8681;Арест. Б.-Михайловским РО ОГПУ
8682;Арест. Иманской комендатурой ОГПУ, Хабаровским Кав. ПО ОГПУ
8683;Арест. ОКР "СМЕРШ" УНКВД по Хабаровскому краю
8684;Арест. 1 отд. ЭКО НКВД
8685;Арест. ОКР "СМЕРШ" 2-й ОКА
8686;Арест. ОКР МВД Хабаровского ПО
8687;Арест. ОТО УГБ НКВД
8688;Арест. ДТО НКВД по ДВЖД ст. Облучье
8689;Арест. ОО НКВД 110 А.Б.
8690;Арест. Николаев-ским-на-Амуре ОС ОГПУ
8691;Арест. ОКР "СМЕРШ" 63 СВК ОСД
8692;Арест. УРКМ НКВД по Хабаровскому краю
8693;Арест. 9 отд. УГБ УНКВД
8694;Арест. отделом охраны МГБ ДВЖД ст. Хабаровск-I
8695;Арест. разведотделом УНКВД по ЕАО
8696;Арест. 70 ПО МВД
8697;Арест. ОКР "СМЕРШ" 2 ДВФ
8698;Арест. 76 П0 НКВД
8699;Арест. Бикиским ПО НКВД
8700;Арест. Кур-Урмийским РОМ НКВД
8701;Арест. 3 отд. УБ УНКВД
8702;Арест. МПО Н.-Амур-ского ОУНКВД
8703;Арест. Совгаванским ПП ОГПУ по ДВК
8704;Арест. 1 отд. МПО НКВД
8705;Арест. МПО Н.-Амурского ОУНКВД
8706;Арест. КВПП НКВД
8707;Арест. ОО НКВД 72 СД
8708;Арест. 4 отд. УГБ УНКДВ
8709;Арест. ОО УГБ Приморской группы ОКДВА
8710;Арест. МПО НКВД г. Николаевска-на-Амуре
8711;Арест. Архаринским РО ОГПУ
8712;Арест. ОКР "СМЕРШ" 7 мех. корпуса
8713;Арест. ОО УГБ НКВД 39 СД
8714;Арест. Сталинским РОМ НКВД
8715;Арест. ОКР "СМЕРШ" 128 ст. дивизии
8716;Арест. ОДТО ГУГБ НКВД ДВЖД ст. Облучье
8717;Арест. ТО НКГБ ст. Ин
8718;Арест. ТО МГБ ст. Комсомольск
8719;Арест. ДТО 3 отд. УГБ УНКВД
8720;Арест. ОДТО ОГПУ ст. Бира
8721;Арест. прокурором Кировского р-на Хабаровского края
8722;Арест. Иманским ОО ОГПУ
8723;Арест. ОО НКВД КДФ
8724;Арест. Биробиджанским ОО ПП ОГПУ
8725;Арест. ОУНКВЛ по ЕАО
8726;Арест. ОО НКВД по ЕАО
8727;Арест. Хабаровским РО УГБ НКВД
8728;Арест. ОКР "СМЕРШ" 9-й Воздушной армии
8729;Арест. ООУГБ НКВД ОСК г. Комсомольска-на-Амуре ДВК
8730;Арест. ОО НКВД Амурской Краснозн. флотилии
8731;Арест. ОКР "СМЕРШ" 1 КЗФ
8732;Арест. УПО ПП ОГПУ
8733;Арест. 11 УГБ НКВД
8734;Арест. Николаевским ТО УГБ НКВД
8735;Арест. ОКР "СМЕРШ" 7 бригады войск МВД
8736;Арест. ПО МГБ ст. Совгавань
8737;Арест. Совгаванским ОМКПП ВОГПУ
8738;Арест. 3 отд. УГБ НКВД АКВФ
8739;Арест. ОО УГБ НКВД СГУР"а"
8740;Арест. ОКР "СМЕРШ" ПВО
8741;Арест. ОО НКВД ОСК
8742;Арест. ОКР "СМЕРШ" МВД
8743;Арест. КРО УНКВД по Хаб. кр.
8744;Арест. УНКВД по Хаб. кр.
8745;Арест. ОМКПП ОГПУ
8746;Арест. ОКР МГБ в/ч 32654
8747;Арест. УНКВДд по ДВК
8748;Арест. УКР "СМЕРШ" 17 Армии
8749;Арест. 5 отд. Н.-Амурского ОУНКВД
8750;Арест. РО НКВД р-на им. Лазо
8751;Арест. П.-Оспиенко РО НКВД
8752;Арест. ОКР "СМЕРШ" 3 СД войск МВД
8753;Арест. СПО ОГПУ
8754;Арест. Бикинским ДТО НКВД ДВЖД
8755;Арест. 8 отд. УГБ НКВД
8756;Арест. Анучинским РО НКВД
8757;Арест. ОКР МГБ 39 Армии г. Дальний
8758;Арест. ОУМГБ по ЕАО
8759;Арест. ДТО НКВД ДВЖД ст. Архара
8760;Арест. ГО НКВД г. Комсомольска-на-Амуре
8761;Арест. СО ПП ОГПУ
8762;Арест. ОС УНКВД по Хабаровскому краю
8763;Арест. ВТ Хабаровского гарнизона
8764;Арест. УГБ НКВД по Хабаровскому краю
8765;Арест. ОКР СМЕРШ 342 СД
8766;Арест. Николаевским ВО МГБ
8767;Арест. ОО МВД лагеря № 40
8768;Арест. ОО НКВД 26 Авиабригады
8769;Арест. нач. заставы ОГПУ
8770;Арест. отд. УГБ НКВД
8771;Арест. 3 отд. Н.-Амурским ОУНКВД
8772;Арест. Смидов. РО НКВД
8773;Арест. ОО ОГПУ по ЕАО
8774;Арест. ОО НКВД 103 УР
8775;Арест. МК ПП ОГПУ г. Совгавань
8776;Арест. ОО ОСК УГБ НКВД г. Комсомольска
8777;Арест. ТО НКГБ ДВЖД ст. Литовка
8778;Арест. военным отд. ГПО ПриамурВО
8779;Арест. ОДТО ОГПУ ст. Хабаровск-I
8780;Арест. 4 отд. Н.-Амурским ОУНКВД
8781;Арест. 3 отд. Н.-Амурского УГБ ОУНКВД
8782;Арест. ДГО ГУГБ НКВД
8783;Арест. ТО ОГПУ ст. Ин ДВЖД
8784;Арест. Зейским РО НКВД
8785;Арест. как ЧСИР УК РСФСР.
8786;Арест. ТО ОГПУ
8787;Арест. РУ ОГПУ
8788;Арест. ОНКВД по ЕАО
8789;Арест. Вяземским ТО НКВД ДВЖД
8790;Арест. ОО НКВД ЗО СБ
8791;Арест. ГО НКВД
8792;Арест. ОКР "СМЕРШ" НКВМФ ТОФ
8793;Арест. опер. отделом № 40 МВД г. Алма-Ата
8794;Арест. Амурским ОНКВД
8795;Арест. Б.-Биджанским РО ОГПУ
8796;Арест. ОО УГБ НКВД 2 ОКА
8797;Арест. ПП ОГПУ г. Николаевска-на-Амуре
8798;Арест. 56 ПО ОГПУ
8799;Арест. ДТО Облучьенского РО НКВД
8800;Арест. РО ОГПУ
8801;Арест. Н.-Амурским ОНКВД
8802;Арест. ГПО ПриамурВО НРА ДВР
8803;Арест. Николаевским-на-Амуре ОСО ОГПУ
8804;Арест. ОО НКВД 88 р-на авиабазирования
8805;Арест. 5 отд. УГБ УНКВД, Сахалинской обл.
8806;Арест. Н.-Амурским ОНКВД по ДВК
8807;Арест. след. частью УНКВД по Хабаровсому краю
8808;Арест. ТО ПП ОГПУ
8809;Арест. 1 отд. ЭКУ УНКВД по Хабаровскому краю
8810;Арест. ОО МГБ на ДВЖД
8811;Арест. Хабаровским Кав. ПО ОГПУ, Иманской СПО ком. ОГПУ
8812;Арест. Н.-Амурским ОУ НКВД Л
8813;Арест. Находясь в заключении повторно привлечен
8814;Арест. ОО НКВД 10 ВА
8815;Арест. ПГ ОГПУ ДВК
8816;Арест. УНБ УНКВД
8817;Арест. УГБ НКВД речпорта г. Николаевска-на-Амуре
8818;Арест. Хабаровским ОТКЗ ПО ОГПУ
8819;Ульчским РО УНКВД
8820;ОУ КВД по Н.-Амурской обл.
8821;УНКВД ЕАО
8822;Н.-Амурским ОУ НКВД по ДВК
8823;4 отд. УГБ НКВД по ДВК
8824;Бикинским РО НКВД
8825;Лазовским РО УНКВД ДВК
8826;УГБ УНКВД
8827;Н.-Амурским ОУ УНКВД
8828;ОО Хабаровского гарнизона
8829;65 ПО НКВД
8830;3-м отд. УГБ УНКВД
8831;УНКВД по ДВК
8832;ОО НКВД по ДВК
8833;Аяно-Майский РО НКВД
8834;УГБ УНКВД по ДВК
8835;СПО ПП ОГПУ
8836;ОУ НКВД по ДВК
8837;ДТО ГУГБ НКВД по ДВЖД
8838;65 МПО НКВД
8839;65 МПО Н.-Амурского ОУ НКВД по ДВК
8840;Комсомольским ГО УНКВД
8841;Н.-Амурским ОУ НКВД
8842;Николаевским ОГПУ
8843;Чумиканским РО УНКВД по ДВК
8844;Аяно-Майским РО НКВД
8845;Лазовским РО УНКВД
8846;5-м отделом УГБ УНКВД по ДВК
8847;ОДТО ГУГБ НКВД ДВЖД
8848;ОО УГБ НКВД в/ч 6934
8849;СПО УГБ УНКВД
8850;ОО ОКДВА
8851;УНКВД Н.-Амурской обл.
8852;УНКВД
8853;КРО ГПО Приамурской стр. дивизии
8854;ОО ГУГБ 2 ОКА
8855;ОДТО НКВД ДВЖД ст. Бикин
8856;УГБ УНКВД по Хабаровскому краю
8857;Н.-Амурским УНКВД
8858;Комсомольским ГО НКВД
8859;УНКВД по Н.-Амурской обл.
8860;Воен. контр. Народно-революционной Армией ДВК
8861;Блюхеровским РО УНКВД
8862;Бикинским ПО НКВД
8863;Ленинским РО НКВД
8864;НКВД по ДВК
8865;УГБ НКВД по ДВК
8866;ОДТО ст. облучье
8867;Н.-Амурским УО УНКВД
8868;Хабаровским Кав. ПО ОГПУ
8869;Ульчским РО НКВД
8870;Н.-Амурское РО НКВД
8871;Охотским РО УНКВД
8872;ОО УГБ ОСК
8873;УМГБ по Хабаровскому краю
8874;Лазовским РО НКВД
8875;Бикинским РО УНКВД
8876;Вяземским РО УНКВД
8877;ДТО УНКВД
8878;ОО УГБ УНКВД
8879;ОО НКВД 35 СД
8880;Воен. отд. Главполитохраны на ДВК
8881;Сталинское РО НКВД по ЕАО
8882;УКР "СМЕРШ" ТОФ
8883;ГПУ по Николаевскому уезду
8884;ДТО ГУГБ НКВД ДВЖД
8885;Ульчским РО УНКВД по ДВК
8886;ОУ НКВД по ЕАО
8887;ПО ОГПУ г. Александровска-на-Сахалине
8888;СПО ПП ОГПУ по ДВК
8889;ДТО УНКВД ДВЖД
8890;ДТО УГБ НКВД ДВЖД
8891;ОРК "СМЕРШ"
8892;УНКВД Хабаровского края
8893;РОМ НКВД р-на им. П. Осипенко
8894;ОО НКВД ОКДВА
8895;Вяземским РО НКВД
8896;ОДТО УГБ УНКВД
8897;Н.-Амурским РО НКВД
8898;ПП ОГПУ по ДВК
8899;УНКВД ДВК
8900;Прокуратурой Сталинского р-на ЕАО
8901;Хабаровским РО НКВД по ДВК
8902;УГБ УНКВД по ЕАО
8903;ДТО ГУГБ УНКВД ДВЖД
8904;Бирским РО УНКВД
8905;КПВВ НКВД ДВО
8906;Хабаровским ОУ НКВД
8907;57-м ПО НКВД
8908;Ульским РО НКВД
8909;Н.-Амурским окр. отд. ОГПУ
8910;Сталинским РО НКВД по ЕАО
8911;Хабаровским РО НКВД
8912;ОО ПП ОГПУ ОКДВА
8913;РО НКВД р-на им. Лазо
8914;Советским РО НКВД
8915;ДТО НКВД Уссур. ж. д.
8916;ДТО НКВД ДВЖД
8917;УНКВД по ЕАО
8918;ОДТО ГУГБ НКВД ст. Бикин
8919;ОО УГБ НКВД
8920;Советским РО НКВД по ДВК
8921;ОУ НКВД по ЕАО ДВК
8922;ТО УГБ НКВД ст. Бикин
8923;ОКР "СМЕРШ" 396 СД
8924;Ульчским РК милиции
8925;МКПП войск ОГПУ ДВК
8926;УНКВД по Хабаровскому краю
8927;3-м отд. Дальлага НКВД.
8928;ОУ НКВД по Н.-Амурской обл.
8929;Хабаровским РО УМГБ по Хабаровскому краю
8930;ОКР "СМЕРШ" Благовещенского гарнизона
8931;Н.-Амурским ОКР ПП ОГПУ
8932;Вод. отд. НКГБ Амурского бассейна
8933;УГБ УНКВД ДВК
8934;ОКР "СМЕРШ" 36 Армии
8935;ЭКО УНКВД Хабаровского края
8936;ЭКУ УГБ УНКВД
8937;Охотским РО НКВД
8938;65-м морпогранотрядом НКВД
8939;Н.-Амурским ОГПУ ДВК
8940;ОО НКВД 2-й ОКА
8941;ОУ НКВД Н.-Амурской обл.
8942;ОКР "СМЕРШ" 5-й Армии
8943;Кур-Урмийским РО НКВД
8944;НКВД ЕАО
8945;КРО ОО НКВД 5-го стр. корпуса
8946;ОО ГУГБ НКВД Хабаровского гарнизона
8947;Нанайским РО НКВД
8948;Сталинским РО НКВД
8949;ОО ГУГБ НКВД 35-й СД
8950;Нанайским РО НКВД Хабаровского края
8951;ПО УНКВД по ДВК
8952;ЭКУ УНКВД по ДВК
8953;Буреинским ПО НКВД
8954;ОО ПП ОГПУ и ОКДВА
8955;Охотским МП НКВД
8956;Комендатурой Хабаровского ОТКЗ Кавпонранотряда ОГУ
8957;ОО ГУГБ НКВД 31-й кав. див.
8958;Н.-Амурским ПП ОГПУ по ДВК
8959;Аяно-Майским РО УНКВД
8960;МПО УНКВД по ДВК
8961;70-м ПО НКВД Хабаровского края
8962;УНКВД Хабаровского округа
8963;Охотским РО УНКВД по ДВК
8964;УГБ УНКВД Хабаровского края
8965;Владивостокским погранотрядом НКВД
8966;Владивостокским морпогранотрядом НКВД
8967;УГБ НКВД по Хабаровскому краю
8968;65-м МПО НКВД
8969;Охотским РОМ НКВД
8970;Вяземским РО ОГПУ
8971;ОО НКВД 18-го СК
8972;ОО ПП ОГПУ по ДВК
8973;Биробиджанским ПП ОГПУ по ДВК
8974;63-м ПО НКВД
8975;Воен. прокур. ОКДВА
8976;Советским РО УНКВД
8977;Ульчским РО ПП ОГПУ
8978;ОС ОГПУ ДВК
8979;ОКР "СМЕРШ" в/ч 83204
8980;Бикинским ОДТО НКВД ДВЖД
8981;ОДТО НКВД ДВЖД ст. облучье
8982;ОО ПП ОГПУ ДВК
8983;Смидовическим РО НКВД
8984;ТО НКВД ДВЖД
8985;ОО НКВД 35-й СД
8986;ОО НКВД 40-й Армии
8987;УНКГБ по Хабаровскому краю
8988;Военной прокуратурой войск НКВД примор. округа
8989;в/ч 2457 ДВПО
8990;Бирским РО НКВД по ЕАО
8991;Комосомольским РО НКВД
8992;ОУ НКВД КАО
8993;ОО НКВД ДВ фронта
8994;Биробиджанским ПО НКВД
8995;ЭКО ПП ОГПУ по ДВК
8996;ОС УНКВД по ДВК
8997;Блюхеровским РО НКВД
8998;опергруппой УНКГБ
8999;ОДТО НКВД ДВЖД
9000;ОУ НКВД по ЕАО по ДВК
9001;Смидовическим РО НКВД по ЕАО
9002;3-м отд. УГБ НКВД
9003;ДТО НКВД ст. Бикин
9004;3-м отд. УГБ УНКВД по Хабаровскому краю
9005;УКР НКО "СМЕРШ" ДВ фронта
