ARESTORGANID;ARESTORGAN
8325;Пост. тройки при ПП ОГПУ.
8326;Келеское РО НКВД.
8327;Туркестанский РО НКВД ЮКО.
8328;Нарынкольский МРО НКГБ Каз.ССР.
8329;УМГБ по ЮКО.
8330;Тюлькубасский РО НКВД.
8331;ОО НКВД 152 ОСБ.
8332;Нарынкольски РО УМГБ КССР по Алма-Атинской обл.
8333;Кзылтуский РО НКВД.
8334;Сотрудником погранкомендатуры.
8335;Кегенский РО НКВД.
